류,번호,표제,품명
84,8423,중량측정기기,"중량 측정기기[감량(感量)이 50밀리그램 이하인 저울은 제외하며, 중량측정식 계수기와 검사기를 포함한다]와 각종 저울 추"
84,8424,분사·살포·분무용의 기기,"액체나 가루의 분사용·살포용·분무용 기기(수동식인지에 상관없다), 소화기(소화제를 충전한 것인지에 상관없다), 스프레이건과 이와 유사한 기기, 증기나 모래의 분사기와 이와 유사한 제트분사기"
84,8425,풀리 태클과 호이스트,"풀리 태클(Pulley tackle)과 호이스트(hoist)[스킵호이스트(skip hoist)는 제외한다], 윈치(winch)와 캡스턴(capstan), 잭(jack)"
84,8426,크레인,"선박의 데릭(derrick), 크레인(케이블크레인을 포함한다), 이동식 양하대·스트래들 캐리어(straddle carrier), 크레인이 결합된 작업트럭"
84,8427,지게차,"포크리프트트럭(fork-lift truck), 그 밖의 작업트럭[권양(捲揚)용이나 취급용 장비가 결합된 것으로 한정한다]"
84,8428,적하·양하용의 기계류,그 밖의 권양(捲揚)용·취급용·적하용·양하용 기계류[예: 리프트·에스컬레이터·컨베이어·텔레페릭(teleferic)]
84,8429,불도저·그레이더,자주식(自走式) 불도저(bulldozer)·앵글도저(angledozer)·그레이더(grader)·레벨러(leveller)·스크레이퍼(scraper)·메커니컬셔블(mechanical shovel)·엑스커베이터(excavator)·셔블로더(shovel loader)·탬핑머신(tamping machine)·로드롤러(road roller)
84,8430,굴착·천공용의 기계,"그 밖의 이동용·정지(整地)용·지균(地均)용·스크래핑(scraping)용·굴착용·탬핑(tamping)용·콤팩팅(compacting)용·채굴용·천공용 기계(토양용·광석용·광물용으로 한정한다), 항타기와 항발기, 스노플라우(snow-plough)와 스노블로어(snow-blower)"
84,8431,부분품(8425-8430),제8425호부터 제8430호까지의 기계에 전용되거나 주로 사용되는 부분품
84,8432,토양정리·경작용의 기계,농업용·원예용·임업용 기계(토양 정리용이나 경작용으로 한정한다)와 잔디용이나 운동장용 롤러
84,8433,수확기와 탈곡기,"수확기나 탈곡기(짚이나 건초 결속기를 포함한다), 풀 베는 기계, 새의 알·과실이나 그 밖의 농산물의 세정기·분류기·선별기(제8437호의 기계는 제외한다)"
84,8434,착유기와 낙농기계,착유기와 낙농기계
84,8435,음료제조용 프레스·크러셔,포도주·사과술·과실주스나 이와 유사한 음료의 제조에 사용되는 프레스(press)·크러셔(crusher)와 이와 유사한 기계
84,8436,기타의 농업·원예용 기계,그 밖의 농업용·원예용·임업용·가금(家禽) 사육용·양봉용 기계(기계장치나 가열장치를 갖춘 발아용 기기를 포함한다)와 가금(家禽)의 부란기와 양육기
84,8437,곡물가공용 기계,"종자·곡물·건조한 채두류(菜豆類)의 세정기·분류기·선별기, 제분업용 기계나 곡물·건조한 채두류(菜豆類)의 가공기계(농장형은 제외한다)"
84,8438,식품·음료의 조제용 기계,"식품 또는 음료의 조제·제조 산업용 기계(이 류에 따로 분류되지 않은 것으로 한정하며, 동물성 또는 비휘발성인 식물성·미생물성 지방이나 기름의 추출용이나 조제용 기계는 제외한다)"
84,8439,펄프·종이 제조용 기계,섬유소 펄프의 제조용 기계와 종이·판지의 제조용이나 완성가공용 기계
84,8440,제본기계,제본기계(제본용 재봉기를 포함한다)
84,8441,기타의 펄프·종이 가공기계,그 밖의 제지용 펄프·종이·판지의 가공기계(각종 절단기를 포함한다)
84,8442,식자용기계류·인쇄용활자,"플레이트·실린더나 그 밖의 인쇄용 구성 부품의 조제용이나 제조용 기계류·장치·장비(제8456호부터 제8465호까지의 기계는 제외한다), 플레이트·실린더와 그 밖의 인쇄용 구성 부품, 인쇄용으로 조제가공[예: 평삭(平削)·그레인·연마]한 플레이트·실린더와 석판석"
84,8443,인쇄기·복사기,"제8442호의 플레이트·실린더와 그 밖의 인쇄용 구성 부품을 사용하는 인쇄기, 그 밖의 인쇄기·복사기·팩시밀리(함께 조합되었는지에 상관없다), 이들의 부분품과 부속품"
84,8444,방사기,인조섬유의 방사(紡絲)용·늘림(drawing)용·텍스처(texture)용·절단용 기계
84,8445,방적준비기계·방적기,"방적준비기계, 방적기·합사기(合絲機)·연사기(撚絲機)와 그 밖의 방직사 제조기계, 권사기(捲絲機)[위권기(緯捲機)를 포함한다]와 제8446호나 제8447호의 기계에 사용되는 방직사를 제조하는 기계와 준비기계"
84,8446,직기,직기(직조기)
84,8447,편직기,"편직기, 스티치본딩기(stitch-bonding machine), 짐프사(gimped yarn)·튈(tulle)·레이스·자수천·트리밍(trimming)·브레이드(braid)나 망의 제조용 기계·터프팅(tufting) 기계"
84,8448,부분품(8444-8447),"제8444호·제8445호·제8446호·제8447호의 기계의 보조기계[예: 도비(dobby)기·자카드기·자동정지기·셔틀교환기], 이 호나 제8444호·제8445호·제8446호·제8447호의 기계에 전용되거나 주로 사용되는 부분품과 부속품[예: 스핀들·스핀들 플라이어·침포·코움(comb)·방사니플·셔틀·종광(heald)·종광 프레임·메리야스용 바늘]"
84,8449,펠트·부직포 제조기,펠트나 부직포(성형인 것을 포함한다)의 제조·완성가공용 기계(펠트모자 제조용 기계를 포함한다)와 모자 제조용 형(型)
84,8450,세탁기,가정형이나 세탁소형 세탁기(세탁·건조 겸용기를 포함한다)
84,8451,직물·의류용의 기계,"세탁용·클리닝용·쥐어짜기용·건조용·다림질용·프레스용[퓨징프레스(fusing press)를 포함한다]·표백용·염색용·드레싱용·완성가공용·도포용·침지(沈漬)용 기계류[제8450호의 것은 제외하며, 방적용 실·직물류나 이들 제품에 사용하는 것으로 한정한다]와 리놀륨과 같은 바닥깔개의 제조에 사용되는 직물이나 그 밖의 지지물에 페이스트를 입히는 기계, 직물류의 감기(reeling)용·풀기(unreeling)용·접음용·절단용·핑킹(pinking)용 기계"
84,8452,재봉기,"재봉기(제8440호의 제본용 재봉기는 제외한다), 재봉기용으로 특수 제작된 가구·밑판·덮개, 재봉기용 바늘"
84,8453,원피·가죽용의 기계,"원피나 가죽의 유피(柔皮)준비기·유피(柔皮)기·가공기계, 원피·가죽으로 만든 신발이나 그 밖의 물품의 제조용·수선용 기계(재봉기는 제외한다)"
84,8454,잉곳용주형·주조기,전로·레이들(ladle)·잉곳(ingot)용 주형과 주조기(야금용이나 금속 주조용으로 한정한다)
84,8455,금속 압연기와 롤,금속 압연기와 그 롤
84,8456,레이저 가공공작기계,각종 재료의 가공 공작기계[레이저나 그 밖의 광선·광자빔·초음파·방전·전기화학·전자빔·이온빔·플라즈마아크(plasma arc) 방식으로 재료의 일부를 제거하여 가공하는 것으로 한정한다]와 워터제트 절단기
84,8457,머시닝센터,금속 가공용 머시닝센터(machining centre)·유닛 컨스트럭션 머신(unit construction machine)(싱글스테이션)·멀티스테이션(multi-station)의 트랜스퍼머신(transfer machine)
84,8458,금속 절삭가공용의 선반,금속 절삭가공용 선반(터닝센터를 포함한다)
84,8459,드릴링·볼링·밀링용 기계,금속 절삭가공용 공작기계[웨이타입(way-type) 유닛헤드머신(unit head machine)을 포함한다]로서 드릴링(drilling)·보링(boring)·밀링(milling)·나선가공·태핑(tapping)에 사용되는 것[제8458호의 선반(터닝센터를 포함한다)은 제외한다]
84,8460,연삭·연마용 기계,디버링(deburring)·샤프닝(sharpening)·그라인딩(grinding)·호닝(honing)·래핑(lapping)·폴리싱(polishing)이나 그 밖의 완성가공용 공작기계로서 연마석·연마재·광택재로 금속이나 서멧(cermet)을 가공하는 것(제8461호의 기어절삭기·기어연삭기 ·기어완성가공기는 제외한다)
84,8461,금속 절삭가공용의 기계,플레이닝(planing)용·쉐이핑(shaping)용·슬로팅(slotting)용·브로칭(broaching)용·기어절삭용·기어연삭용·기어완성가공용·톱질용·절단용 공작기계와 금속이나 서멧(cermet)을 절삭하는 방식으로 가공하는 그 밖의 공작기계(따로 분류되지 않은 것으로 한정한다)
84,8462,프레스,"단조(鍛造)용·해머링(hammering)용·형(型)단조용(압연기는 제외한다) 금속가공 공작기계(프레스를 포함한다), 굽힘용·접음용·교정용·펼침용·전단용·펀칭용·낫칭(notching)용·니블링(nibbling)용[드로우벤치(draw-benches)를 제외한다] 금속가공 공작기계[프레스·슬리팅(slitting) 설비·일정한 길이로 절단하는 설비(cut-to-length line)를 포함한다]와 그 외의 가공방법에 의한 금속이나 금속탄화물 가공용 프레스"
84,8463,기타의 금속·서메트 가공기계,그 밖의 금속이나 서멧(cermet)의 가공용 공작기계(재료를 절삭하지 않는 방식으로 한정한다)
84,8464,석·도자기·유리 가공기계,돌·도자기·콘크리트·석면시멘트나 이와 유사한 광물성 물질의 가공용 공작기계와 유리의 냉간(冷間) 가공기계
84,8465,경질물의 가공기계,목재·코르크·뼈·경질 고무·경질 플라스틱이나 이와 유사한 경질물의 가공용 공작기계(네일용·스테이플용·접착용과 그 밖의 조립용 기계를 포함한다)
84,8466,부분품(8456-8465),제8456호부터 제8465호까지의 기계에 전용되거나 주로 사용되는 부분품과 부속품[가공물홀더·툴홀더(tool holder)·자동개폐식 다이헤드(diehead)·분할대와 그 밖의 기계용 특수 부착물을 포함한다]과 수지식 공구에 사용되는 각종 툴홀더(tool holder)
84,8467,수지식 공구,"수지식 공구(압축공기식, 유압식, 전동기를 갖추거나 비전기식 모터를 갖춘 것으로 한정한다)"
84,8468,납땜·용접용의 기기,납땜용·땜질용이나 용접용 기기(절단이 가능한지에 상관없으며 제8515호에 해당하는 것은 제외한다)와 표면 열처리용 기기(가스를 사용하는 것으로 한정한다)
84,8470,계산기·전자수첩,"계산기와 계산 기능을 갖춘 포켓사이즈형 전자수첩, 회계기·우편요금계기·표권발행기와 그 밖에 이와 유사한 기계(계산 기구를 갖춘 것으로 한정한다), 금전등록기"
84,8471,자동자료처리기계,"자동자료처리기계와 그 단위기기, 자기식이나 광학식 판독기, 자료를 자료매체에 부호 형태로 전사하는 기계와 이러한 자료의 처리기계(따로 분류되지 않은 것으로 한정한다)"
84,8472,기타의 사무용 기계,그 밖의 사무용 기계[예: 헥토그래프(hectograph)·스텐실(stencil) 등사기·주소인쇄기·현금 자동지불기·주화분류기·주화계수기나 주화포장기·연필깎이·천공기·지철기(stapling machine)]
84,8473,부분품(8470-8472),제8470호부터 제8472호까지에 해당하는 기계에 전용되거나 주로 사용되는 부분품과 부속품(커버·휴대용 케이스와 이와 유사한 물품은 제외한다)
84,8474,광물처리용의 기계,"선별기·기계식 체·분리기·세척기·파쇄기·분쇄기·혼합기·반죽기(고체 모양·분말 모양·페이스트 모양인 토양·돌·광석이나 그 밖의 광물성 물질의 처리용으로 한정한다), 조괴기(造塊機)·형입기·성형기(成形機)(고체의 광물성 연료·세라믹페이스트·굳지 않은 시멘트·석고·가루 모양이나 페이스트 모양인 그 밖의 광물성 생산품의 처리용으로 한정한다), 주물용 사형(砂型)의 성형기(成形機)"
84,8475,유리제품의 제조·가공기계,전기램프나 전자램프·튜브·밸브·섬광전구(외피를 유리로 만든 것으로 한정한다)의 조립기계와 유리나 유리제품의 제조용이나 열간(熱間)가공용 기계
84,8476,자동판매기,물품의 자동판매기(예: 우표·담배·식품·음료의 자동판매기)와 화폐교환기
84,8477,고무·플라스틱 사출성형기,고무나 플라스틱을 가공하거나 이들 재료로 제품을 제조하는 기계(이 류에 따로 분류되지 않은 것으로 한정한다)
84,8478,담배제조기,담배의 조제기나 제조기(이 류에 따로 분류되지 않은 것으로 한정한다)
84,8479,기타의 기계류,이 류에 따로 분류되지 않은 기계류(고유의 기능을 가진 것으로 한정한다)
84,8480,주형,"금속 주조용 주형틀, 주형 베이스, 주형 제조용 모형, 금속[잉곳(ingot)용은 제외한다]·금속탄화물·유리·광물성 물질·고무·플라스틱 성형용 주형"
84,8481,탭·코크·밸브,파이프·보일러 동체·탱크·통이나 이와 유사한 물품에 사용하는 탭·코크·밸브와 이와 유사한 장치(감압밸브와 온도제어식 밸브를 포함한다)
84,8482,베어링,볼베어링(ball bearing)이나 롤러베어링(roller bearing)
84,8483,전동축·기어,"전동축[캠샤프트(cam shaft)와 크랭크샤프트(crank shaft)를 포함한다], 크랭크(crank), 베어링하우징(bearing housing)과 플레인 샤프트베어링(plain shaft bearing), 기어(gear)와 기어링(gearing), 볼이나 롤러 스크루(roller screw), 기어박스(gear box), 그 밖의 변속기[토크컨버터(torque converter)를 포함한다], 플라이휠(flywheel)과 풀리(pulley)[풀리블록(pulley block)을 포함한다], 클러치(clutch)와 샤프트커플링(shaft coupling)[유니버설조인트(universal joint)를 포함한다]"
84,8484,개스킷,"개스킷(gasket)과 이와 유사한 조인트(금속 외의 재료와 결합한 금속판으로 만든 것이나 금속을 두 개 이상 적층한 것으로 한정한다), 재질이 다른 것을 세트로 하거나 소포장한 개스킷(gasket)과 이와 유사한 조인트(작은 주머니와 봉투에 넣은 것이나 이와 유사한 포장을 한 것으로 한정한다), 메커니컬 실(mechanical seal)"
84,8485,3D 프린터,적층제조기계
84,8486,반도체·평판디스플레이 제조장비,"반도체 보울(boule)이나 웨이퍼(wafer)·반도체 디바이스·전자집적회로·평판디스플레이의 제조에 전용되거나 주로 사용되는 기계와 기기, 이 류의 주 제11호다목에서 특정한 기계와 기기, 그 부분품과 부속품"
84,8487,기계류의 부분품,"기계류의 부분품(접속자·절연체·코일·접촉자와 그 밖의 전기용품을 포함하지 않으며, 이 류에 따로 분류되지 않은 것으로 한정한다)"
85,8501,전동기와 발전기,전동기와 발전기(발전세트는 제외한다)
85,8502,발전세트와 회전변환기,발전세트와 회전변환기
85,8503,부분품(8501-8502),부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)
85,8504,변압기·정지형 변환기,변압기·정지형 변환기(예: 정류기)와 유도자
85,8505,전자석·영구자석,"전자석, 영구자석과 자화(磁化)한 후 영구자석으로 사용되는 물품, 전자석이나 영구자석식 척(chuck)·클램프와 이와 유사한 가공물 홀더, 전자석 커플링(coupling)·클러치와 브레이크, 전자석 리프팅헤드(lifting head)"
85,8506,일차전지,일차전지
85,8507,축전지,"축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)"
85,8508,진공청소기,진공청소기
85,8509,가정용 전기기기,"전기기계식의 가정용 기기(전동기를 갖춘 것으로 한정하며, 제8508호의 진공청소기는 제외한다)"
85,8510,면도기와 이발기,면도기·이발기·모발제거기[전동기를 갖춘 것으로 한정한다]
85,8511,시동·점화용기기,"불꽃점화식이나 압축점화식 내연기관의 점화용·시동용 전기기기(예: 점화용 자석발전기·자석발전기·점화코일·점화플러그·예열플러그·시동전동기), 내연기관에 부속되는 발전기(예: 직류발전기·교류발전기)와 개폐기"
85,8512,차량용 조명·신호기기,전기식 조명용이나 신호용 기구(제8539호의 물품은 제외한다)·윈드스크린와이퍼(windscreen wiper)·제상기(defroster)·제무기(demister)(자전거용이나 자동차용으로 한정한다)
85,8513,휴대용 전등,"휴대용 전등(건전지·축전지·자석발전기와 같은 자체 전원기능을 갖춘 것으로 한정하며, 제8512호의 조명기구는 제외한다)"
85,8514,공업용 노와 오븐,공업용이나 실험실용 전기식 노(爐)와 오븐[전자유도식이나 유전손실(dielectric loss)식을 포함한다]과 그 밖의 공업용이나 실험실용의 전자유도식이나 유전손실(dielectric loss)식 가열기
85,8515,용접기,"전기식(전기발열에 따른 가스식을 포함한다)·레이저나 그 밖의 광선식·광자빔식·초음파식·전자빔식·자기펄스(magnetic pulse)식·플라즈마 아크(plasma arc)식 납땜용·땜질용이나 용접용 기기(절단기능이 있는지에 상관없다), 금속이나 서멧(cermet)의 가열분사용 전기식 기기"
85,8516,가정용 전열기기,"전기식의 즉시식·저장식 물가열기와 투입식 가열기, 난방기기와 토양가열기, 전기가열식 이용기기[예: 헤어드라이어·헤어컬러(hair curler)·컬링통히터(curling tong heater)], 손 건조기, 전기다리미, 그 밖의 가정용 전열기기, 전열용 저항체(제8545호의 것은 제외한다)"
85,8517,통신기기,"전화기(셀룰러 통신망용이나 그 밖의 무선통신망용의 스마트폰과 그 밖의 전화기를 포함한다)와 음성·영상이나 그 밖의 자료의 송신용·수신용 그 밖의 기기(근거리 통신망이나 원거리 통신망과 같은 유선·무선 통신망에서 통신하기 위한 기기를 포함하며, 제8443호·제8525호·제8527호·제8528호의 송신용·수신용 기기는 제외한다)"
85,8518,음향증폭기기,"마이크로폰과 그 스탠드, 확성기[인클로저(enclosure)에 장착된 것인지에 상관없다], 헤드폰과 이어폰(마이크로폰이 부착된 것인지에 상관없다), 마이크로폰과 한 개 이상의 확성기로 구성된 세트, 가청주파증폭기, 음향증폭세트"
85,8519,음향재생기기,음성 녹음용이나 재생용 기기
85,8521,영상재생기기,영상기록용이나 재생용 기기(비디오튜너를 결합한 것인지에 상관없다)
85,8522,부분품(8519-8521),제8519호나 제8521호의 기기에 전용되거나 주로 사용되는 부분품과 부속품
85,8523,기록·저장매체,"디스크·테이프·솔리드 스테이트(solid-state)의 비휘발성 기억장치·스마트카드와 음성이나 그 밖의 현상의 기록용 기타 매체[기록된 것인지에 상관없으며 디스크 제조용 매트릭스(matrices)와 마스터(master)를 포함하되, 제37류의 물품은 제외한다]"
85,8524,평판디스플레이 모듈,평판디스플레이 모듈(터치감응식 스크린을 장착한 것인지에 상관없다)
85,8525,"송신기기, 카메라",라디오 방송용이나 텔레비전용 송신기기(수신기기· 음성기록기기·재생기기를 갖춘 것인지에 상관없다)와 텔레비전 카메라·디지털 카메라·비디오카메라레코더
85,8526,레이다·무선기기,레이더기기·항행용 무선기기·무선원격조절기기
85,8527,라디오방송용 수신기기,"라디오방송용 수신기기(음성기록기기·재생기기, 시계가 동일한 하우징 내에 결합된 것인지에 상관없다)"
85,8528,텔레비젼·모니터,"텔레비전 수신기기를 갖추지 않은 모니터와 프로젝터, 텔레비전 수신용 기기(라디오 방송용 수신기기·음성이나 영상의 기록용 기기나 재생용 기기를 결합한 것인지에 상관없다)"
85,8529,부분품(8524-8528),부분품(제8524호부터 제8528호까지에 열거된 물품에 전용되거나 주로 사용되는 것으로 한정한다)
85,8530,전기식 교통관제기기,철도·궤도·도로·내륙수로·주차장·항만·비행장에서 사용되는 전기식 신호기기·안전기기·교통관제기기(제8608호의 것은 제외한다)
85,8531,신호용기기,"전기식 음향이나 시각 신호용 기기(예: 벨·사이렌·표시반·도난경보기·화재경보기). 다만, 제8512호나 제8530호의 것은 제외한다."
85,8532,축전기,축전기[고정식·가변식·조정식(프리세트)으로 한정한다]
85,8533,전기저항기,"전기저항기[가감저항기(rheostat)와 전위차계(potentiometer)를 포함하며, 전열용 저항체는 제외한다]"
85,8534,인쇄회로,인쇄회로
85,8535,"스위치, 커넥터(1000V초과)","전기회로의 개폐용·보호용·접속용 기기[예: 개폐기·퓨즈·피뢰기·전압제한기·서지(surge)억제기·플러그와 그 밖의 커넥터·접속함](전압이 1,000볼트를 초과하는 것으로 한정한다)"
85,8536,"스위치, 커넥터(1000V이하)","전기회로의 개폐용·보호용·접속용 기기[예: 개폐기·계전기·퓨즈·서지(surge)억제기·플러그·소켓·램프홀더와 그 밖의 커넥터·접속함](전압이 1,000볼트 이하인 것으로 한정한다)와 광섬유용·광섬유 다발용·케이블용 커넥터"
85,8537,전기제어용 보드·패널,"전기제어용이나 배전용 보드·패널·콘솔·책상·캐비닛과 그 밖의 기반(基盤)(제8535호나 제8536호의 기기를 두 가지 이상 장착한 것으로 한정하고 제90류의 기기와 수치제어기기와 결합한 것을 포함하며, 제8517호의 교환기기는 제외한다)"
85,8538,부분품(8535-8537),부분품(제8535호·제8536호·제8537호의 기기에 전용되거나 주로 사용되는 것으로 한정한다)
85,8539,램프,"필라멘트램프나 방전램프[실드빔 램프유닛(sealed beam lamp unit)과 자외선램프나 적외선램프를 포함한다], 아크램프, 발광다이오드(엘이디) 광원"
85,8540,열전자관·냉음극관,열전자관·냉음극관·광전관[예: 진공관·증기나 가스를 봉입한 관·수은아크정류관·음극선관·텔레비전용 촬상관(camera tube)]
85,8541,다이오드·트랜지스터,"반도체 디바이스(예: 다이오드·트랜지스터·반도체 기반 트랜스듀서), 감광성 반도체 디바이스(광전지는 모듈에 조립되었거나 패널로 구성되었는지 여부와 관계없이 포함한다), 발광다이오드[(엘이디), 다른 발광다이오드와 결합되었는지 여부과 관계없이 포함한다], 장착된 압전기 결정소자"
85,8542,전자집적회로,전자집적회로
85,8543,기타의 전기기기,그 밖의 전기기기(이 류에 따로 분류되지 않은 것으로서 고유의 기능을 가진 것으로 한정한다)
85,8544,절연전선·케이블,"절연(에나멜 도포나 산화피막처리를 한 것을 포함한다) 전선·케이블(동축케이블을 포함한다)과 그 밖의 전기절연도체(이것은 접속자가 부착된 것인지에 상관없다), 광섬유 케이블(섬유를 개별 피복하여 만든 것으로 한정하며, 전기도체나 접속자가 부착된 것인지에 상관없다)"
85,8545,전기용의 탄소제품,"탄소전극·탄소브러시·램프용 탄소·전지용 탄소와 그 밖의 흑연이나 탄소제품(전기용으로 한정하며, 금속이 함유된 것인지에 상관없다)"
85,8546,애자,애자(어떤 재료라도 가능하다)
85,8547,전기절연용 물품,"전기기기용으로서 전부가 절연재료로 구성된 절연용 물품(나선가공 소켓과 같이 단순히 조립을 위하여 주조 과정에서 소량의 금속이 주입된 것을 포함하며, 제8546호의 애자는 제외한다), 비금속(卑金屬)으로 만든 전기용 도관(導管)과 그 연결구류(절연재료로 속을 댄 것으로 한정한다)"
85,8548,전기식 부분품,기기의 전기식 부분품(이 류에 따로 분류되지 않은 것으로 한정한다)
85,8549,e-웨이스트,전기·전자 웨이스트(waste)와 스크랩(scrap)
86,8601,전기식 기관차,철도용 기관차(외부 전원이나 축전지로 주행하는 것으로 한정한다)
86,8602,기타의 기관차 및 탄수차,그 밖의 철도용 기관차와 탄수차(炭水車)
86,8603,자주식의 객차 및 화차,자주식(自走式) 철도용이나 궤도용 객차와 화차(제8604호의 것은 제외한다)
86,8604,철도 유지·보수용의 차량,철도나 궤도의 유지용이나 보수용 차량[자주식(自走式)의 것인지에 상관없다][예: 공작차(workshop)·기중기차(crane)·밸러스트 템퍼(ballast tamper)·트랙라이너(trackliner)·검사차·궤도검사차]
86,8605,비자주식 객차·특수용도차,"철도용이나 궤도용 객차[자주식(自走式)은 제외한다], 수하물차·우편차와 그 밖의 철도용이나 궤도용 특수용도차[자주식(自走式)과 제8604호의 것은 제외한다]"
86,8606,비자주식 화차,철도용이나 궤도용 화차[자주식(自走式)은 제외한다]
86,8607,부분품,철도용이나 궤도용 기관차나 차량의 부분품
86,8608,기계식 교통관제기기,"철도나 궤도선로용 장치물, 철도·궤도·도로·내륙수로·주차장·항만·비행장에서 사용되는 기계식(전기기계식을 포함한다) 신호기기·안전기기·교통관제기기, 이들의 부분품"
86,8609,콘테이너,"컨테이너(액체운반용 컨테이너를 포함하며, 하나 이상의 운송수단으로 운반할 수 있도록 특별히 설계되고 구조를 갖춘 것으로 한정한다)"
87,8701,트랙터,트랙터(제8709호의 트랙터는 제외한다)
87,8702,10인승 이상의 차량,10인 이상(운전자를 포함한다) 수송용 자동차
87,8703,승용자동차,"주로 사람을 수송할 수 있도록 설계된 승용자동차와 그 밖의 차량[제8702호의 것은 제외하며, 스테이션왜건(station wagon)과 경주용 자동차를 포함한다]"
87,8704,화물자동차,화물자동차
87,8705,특수용도차량,특수용도차량(주로 사람이나 화물 수송용으로 설계된 것은 제외한다)[예: 구난차(breakdown lorry)·기중기차(crane lorry)·소방차·콘크리트믹서 운반차·도로청소차·살포차·이동공작차·이동방사선차]
87,8706,엔진을 갖춘 섀시,엔진을 갖춘 섀시(제8701호부터 제8705호까지의 자동차용으로 한정한다)
87,8707,차체,"차체(운전실을 포함하며, 제8701호부터 제8705호까지의 자동차용으로 한정한다)"
87,8708,부분품(8701-8705),부분품과 부속품(제8701호부터 제8705호까지의 차량용으로 한정한다)
87,8709,단거리 화물운반차량,"공장·창고·부두·공항에서 화물의 단거리 운반에 사용하는 형으로 권양(捲揚)용이나 취급용 장비가 결합되지 않은 자주식(自走式) 작업차, 철도역의 플랫폼에서 사용하는 형의 트랙터, 이들의 부분품"
87,8710,전차·장갑차량,"전차와 그 밖의 장갑차량[자주식(自走式)으로 한정하며, 무기를 장비하였는지에 상관없다], 이들의 부분품"
87,8711,모터사이클,"모터사이클[모페드(moped)를 포함한다]과 보조모터를 갖춘 자전거[사이드카(side-car)를 부착하였는지에 상관없다], 사이드카(side-car)"
87,8712,자전거,모터를 갖추지 않은 이륜자전거와 그 밖의 자전거(배달용 삼륜 자전거를 포함한다)
87,8713,장애인용 차량,신체장애인용 차량(모터를 갖추었는지 또는 기계구동식인지에 상관없다)
87,8714,부분품(8711-8713),부분품과 부속품(제8711호부터 제8713호까지의 차량의 것으로 한정한다)
87,8715,유모차,유모차와 그 부분품
87,8716,트레일러,"트레일러와 세미트레일러, 기계구동식이 아닌 그 밖의 차량, 이들의 부분품"
88,8801,무동력 항공기,"기구·비행선, 글라이더·행글라이더와 그 밖의 무동력 항공기"
88,8802,항공기 및 우주선,"그 밖의 항공기(예: 헬리콥터·비행기)(제8806호의 무인기를 제외한다), 우주선(인공위성을 포함한다)·서보비틀(suborbital) 발사체·우주선 발사체"
88,8804,낙하산과 로토슈트,"낙하산(조종 가능한 낙하산과 패러글라이더를 포함한다)과 로토슈트(rotochute), 이들의 부분품과 부속품"
88,8805,지상장치와 훈련장비,"항공기 발진장치, 갑판 착륙장치나 이와 유사한 장치, 지상비행 훈련장치, 이들의 부분품"
88,8806,무인기,무인기
88,8807,부분품,제8801호·제8802호·제8806호 물품의 부분품
89,8901,여객선·화물선,순항선·유람선·페리보트(ferry-boat)·화물선·부선(barge)과 이와 유사한 선박(사람이나 화물 수송용으로 한정한다)
89,8902,어선,어선과 어획물의 가공용이나 저장용 선박
89,8903,요트·보트,"요트, 유람용이나 운동용 그 밖의 선박, 노를 젓는 보트와 카누"
89,8904,예인선,예인선과 푸셔크라프트(pusher craft)
89,8905,특수선박,"조명선·소방선·준설선·기중기선과 주로 항해 외의 특수기능을 가지는 그 밖의 특수선박, 부선거(艀船渠), 물에 뜨거나 잠길 수 있는 시추대나 작업대"
89,8906,기타의 선박,그 밖의 선박(군함·노를 젓는 보트 외의 구명보트를 포함한다)
89,8907,수상구조물,그 밖의 물에 뜨는 구조물[예: 부교·탱크·코퍼댐(coffer-dam)·부잔교(landing stage)·부표·수로부표]
89,8908,해체용 선박,선박과 그 밖의 물에 뜨는 구조물(해체용으로 한정한다)
90,9001,광섬유·렌즈,"광섬유와 광섬유 다발, 제8544호의 것 외의 광섬유 케이블, 편광재료(polarizing material)로 만든 판, 각종 재료로 만든 렌즈(콘택트렌즈를 포함한다)·프리즘·반사경과 그 밖의 광학소자로서 장착되지 않은 것(광학적으로 가공하지 않은 유리로 만든 광학소자는 제외한다)"
90,9002,장착된 렌즈,"각종 재료로 만든 렌즈·프리즘·반사경과 그 밖의 광학소자(장착된 것으로서 기기의 부분품으로 사용하거나 기기에 부착하여 사용하는 것으로 한정하며, 광학적으로 가공하지 않은 유리로 만든 것은 제외한다)"
90,9003,안경테,"안경·고글이나 이와 유사한 물품의 테와 장착구, 이들의 부분품"
90,9004,안경,시력교정용·보호용이나 그 밖의 용도의 안경·고글과 이와 유사한 물품
90,9005,망원경,"쌍안경·단안경·그 밖의 광학식 망원경과 이들의 장착구, 그 밖의 천체관측용 기기와 그 장착구(전파관측용 기기는 제외한다)"
90,9006,사진기,"사진기(영화용은 제외한다), 사진용 섬광기구와 제8539호의 방전램프 외의 섬광전구"
90,9007,촬영기와 영사기,영화용 촬영기와 영사기(음성의 기록기기나 재생기기를 갖춘 것인지에 상관없다)
90,9008,투영기·사진확대기,투영기·사진 확대기와 사진 축소기(영화용은 제외한다)
90,9010,사진현상실용의 기기,"사진(영화용을 포함한다) 현상실용 기기(이 류에 따로 분류되지 않은 것으로 한정한다), 네가토스코프(negatoscope), 영사용 스크린"
